,DE Ratio,Current Ratio,ROI,Revenue CAGR,EPS CAGR,BVPS,FCF CAGR,Current EPS,Current PE Ratio,Points
PON1V.HE,0.8856960734054153,1.8220673543475967,12.772887007245355,-0.3718344272477853,-0.0006786556947674383,,-0.5033344704639098,1.1499999450199228,32.739132,482.0
HUH1V.HE,1.6149697409673938,1.3831125702581977,,0.2119931611017496,0.017403893765220557,,0.29394525262814786,1.6900000153357533,22.822485,480.0
TOKMAN.HE,2.290630883530099,1.6408496661680227,7.7818411712402025,0.47845233144245797,-0.030123881845167344,,0.41633272756250217,1.2100000255801382,16.809917000000002,479.0
SITOWS.HE,2.0688910514529257,1.0044669025007775,,0.4517676766262047,0.4147615772451525,1.3389003272356244,0.338698958052847,9.630000399744182,0.90758044,479.0
KSLAV.HE,1.3607975573454811,,7.4706337377942065,1.8332136882680108,,,1.0285501741738703,2.0250002025000198,7.777777,479.0
ELISA.HE,1.4671937897136902,1.0979973919930122,12.020625396908882,0.019604929415846684,0.03577797962701368,,0.03969513566970595,2.048999894686883,24.099562,471.0
ORTHEX.HE,3.7030856037208735,1.7613815419502572,7.006677055141447,0.06426313675495066,,3.0437797024104065,0.4244966944556872,19.37500062307748,0.46141934,460.0
BOREO.HE,1.2907736616865533,2.1874452522746357,10.62265321324533,-0.3212505329130905,,,-0.2694097536873087,0.9010000014473896,55.271919999999994,460.0
HARVIA.HE,1.9791528517465693,2.674992292395616,7.259006658002423,-0.4642312824938445,-0.10770135618184684,5.074050141265841,-0.29456353011134,0.8199999275709843,38.65854,459.0
BIOBV.HE,0.16278642064013715,6.628713229620086,,0.3844762029296278,,2.358710883247784,-0.8760805023418468,,,457.0
LEHTO.HE,2.065067017457501,1.6077305883363984,,1.4375726634620458,-0.08721444559346259,2.6336660077178946,1.2645867606083243,,,455.0
CAV1V.HE,4.217733012880784,,,1.094271765914542,-0.315219742967633,7.339728496402537,0.3872553707581201,0.04600000207129465,115.86956,453.0
IFA1V.HE,1.4297255493288543,,,8.466200890278929,,1.0690081271599332,0.4061029147262576,0.04699999398977059,41.59575,453.0
HONBS.HE,1.2651611468970512,1.1428999641945974,8.34368409456004,0.4037337530634961,,-0.18321054672353626,1.6256029900235798,0.480000010696379,14.958332999999998,452.0
TTALO.HE,1.2845196035806892,,,0.19134164657603606,-0.3193036691698187,1.14018458468446,0.7206380221727788,0.3600000270146839,34.055553,451.0
SOSI1.HE,1.3374872122386996,7.417025968502562,,0.9266296840271792,,2.0787808892451936,-0.07041613705335892,,,447.0
ATRAV.HE,1.1603069794839227,,,0.44127789731647615,-0.08331641139418333,,0.5975642737361528,0.8100000176086959,15.333332999999998,446.0
SUY1V.HE,1.3321007186870912,1.9921514316131832,,0.21858004288989646,-0.31740320672218103,,0.4102635840795332,0.5200000218947378,10.961538000000001,444.0
DIGIA.HE,0.9863187073438496,1.027953798148188,,-0.3851961802558607,0.0008631718261202793,1.2188532668560497,1.6706239139399566,0.3899999768888903,20.769232000000002,444.0
KCR.HE,1.988744402084624,1.3235638316024063,,-0.007325778372243462,0.06722662563559845,,0.2073514368629621,1.539999920735298,24.727273999999998,444.0
AHOLA.HE,1.5527413059104431,1.8438955145508067,9.077320603087198,1.2529960782372132,-0.0862690293823608,,0.3017080731871493,0.18900000529200012,9.259259,443.0
CONSTI.HE,3.1332514065582355,,,0.7170885897135924,-0.035098394958530954,1.0076734094916635,1.0003950515409308,0.689999978533334,19.565217999999998,442.0
TIETO.HE,1.3467664927419494,,6.735841596775288,-0.038353452258666376,0.09621860598485066,,0.16365380727347167,0.7979999509592758,34.461155,441.0
SRV1V.HE,3.2942399842725703,1.9871726266879133,,2.4079213943905917,-0.2017015919222788,1.5277284529229616,0.9680935639468462,,,435.0
TIK1V.HE,1.5060187770036488,1.4850968602275012,6.859221183876487,-0.20730757267691413,-0.009415004142663386,,-0.14037360262737753,0.9699999336165236,34.948456,424.0
STEAV.HE,0.9675229469120256,1.2854231458161889,6.112404650446588,-0.05218660159039257,-0.02587502170791378,,-0.012889438145791243,0.7899999647910878,22.72152,420.0
ERIBR.HE,2.0653275848792285,1.4056067160642218,,0.04204827389468524,0.1262745446032929,79.37388296206079,0.3525337582842816,,,418.0
ILK2S.HE,0.4148078028464204,3.797224757592032,20.68430952813389,,,,,0.11599999794769235,44.827587,418.0
ILK1S.HE,0.4148078028464204,3.797224757592032,20.68430952813389,,,,,0.11599999536000018,48.275864,415.0
STERV.HE,0.9675229469120256,1.2854231458161889,6.112404650446588,-0.05218660159039257,-0.02587502170791378,,-0.012889438145791243,0.7900000410513617,20.949366,412.0
ASPO.HE,2.2572582817608717,1.3939838580032615,,-0.3481761676003936,0.31670180337775355,60.33527271359354,-0.22395467242242215,0.3849999791265072,23.714287,411.0
CTH1V.HE,1.8789808855224064,1.6097795782259832,73.02214711278236,-0.10835701249075937,,3.6649455697560764,0.7952978283794594,,,407.0
PIHLIS.HE,2.5674412973995766,,,1.098121438746939,,,1.2176633625002875,0.386000009797956,30.414507,407.0
EAB.HE,0.7461754323338093,2.0387467152412806,,-0.2232179741810828,,0.9931586333459276,,0.01799999841758256,202.22224,404.0
TNOM.HE,1.9253053374399305,1.1474463036617175,11.74453195364466,-0.5027109819982828,0.08107683701201872,2.123125290922132,-0.16740195035077887,0.21999999124378145,54.818183999999995,401.0
KEMIRA.HE,1.3264577623021423,1.1972098681551342,,-0.034484118258587326,-0.13337430954958251,,0.37370526758320666,0.8590000115586031,15.832363,395.0
AM1.HE,1.59615912058344,1.1847703142498986,,0.02527587188289226,-0.0875812211948992,1.28556085851853,-0.016358081793823476,0.7799999578378403,22.769232000000002,394.0
KESKOB.HE,1.9257456932501509,1.0689305923307166,,0.005604676510398754,-0.03818221978819703,,0.3089246898637943,1.0900000597026638,23.44954,393.0
KESKOA.HE,1.9257456932501509,1.0689305923307166,,0.005604676510398754,-0.03818221978819703,,0.3089246898637943,1.0900000800721927,21.605503,384.0
WUF1V.HE,1.449960435296369,1.204138440491498,,0.13616645395498606,-0.010592806456714343,,0.4884372891404101,0.32,9.59375,383.0
VALMT.HE,2.2824349546963685,1.0075841240052237,,0.33483314712120915,-0.07812944484116235,,0.17066269792967614,1.5399999346092337,21.103897,376.0
EXL1V.HE,1.9307481267624589,1.0339029189040392,,0.3131936864843305,-0.2257634170500228,,1.5314436123832391,0.45,20.0,376.0
SSABAH.HE,0.606295073019178,1.6934876672798234,,-0.0033567493378741102,,,-0.07018912030331725,0.34800000367767503,13.051724,375.0
OKDAV.HE,4.822332396716232,,,1.9314291943893234,0.3187022624705975,,-0.1240425582309097,0.06000000211453752,37.833332,375.0
MUSTI.HE,1.4401722282760092,1.0154777529243129,,-0.08173500810826284,,1.1458395893022244,-0.01315542062362085,0.4760000030709678,62.521007999999995,371.0
ALMA.HE,1.0326227903857736,,18.710442456852828,-0.534066708882317,0.2593004797391973,,-0.17135072358185066,1.1160001182224302,8.154121,369.0
VERK.HE,3.294395625032603,1.3206421982001824,8.820454648477249,0.9792866867528872,0.022167050108446773,,-0.5343148766471228,0.3199999774945071,28.437502000000002,366.0
OKDBV.HE,4.822332396716232,,,0.616942932003492,0.1819425118645499,,0.15110042837978674,0.060000002264151024,35.333332,365.0
SAMPO.HE,3.226073437537654,,,0.03210858468928768,1.4595604298924254,,-0.10497960784918303,0.06700000149368346,602.5373,363.0
BILOT.HE,0.837610911402899,1.9342633473371296,13.173437068722867,-0.031054392603583225,,1.8964724256879872,-0.6908423501345784,,,360.0
KOJAMO.HE,1.2694379683210224,,6.448583267033546,-0.4953534275689745,-0.030871846219699406,128.70197061153144,,1.266000078269848,13.593995999999999,359.0
PNA1V.HE,3.268208534222193,1.0803266936146,,1.606480998951881,,3.626706143841764,0.6552635419595945,,,358.0
OPTOMED.HE,1.3688505739948384,2.9337012267232034,,-0.25834843868056023,,0.8391780734844915,0.5132334667661773,,,358.0
BAS1V.HE,1.2385914581753392,1.3406051201742533,,0.5410124685740539,,,0.4726010808626364,,,354.0
QTCOM.HE,1.2421732090856956,1.3761728167191725,,-0.7679156899624617,,1.4436967761577135,-0.695128193596187,0.5100000213772464,196.47058,353.0
FSC1V.HE,1.9556280416218557,1.1383723361006208,,-0.21481904751924585,,,0.976473155279906,0.08,51.5625,345.0
NOKIA.HE,1.6404172020622765,1.449295370391627,,-0.01900793747372576,0.3835711586097093,1.035835822008502,-0.024649016473346386,,,336.0
STCAS.HE,2.731997862713992,,,1.865389663730669,-0.5020663032580048,0.9587226041616582,1.7114826205717395,,,336.0
GLA1V.HE,1.8233678583130757,1.0425752865228146,,2.077069835899022,,4.801871278679911,-0.06238174479633141,,,333.0
STCBV.HE,2.731997862713992,,,1.1791691991408766,-0.26831058863126395,0.9587226041616582,1.5438915329711145,,,331.0
MOCORP.HE,1.6645779260977616,1.627566826494866,,-0.631001087875813,0.16606809535763278,-0.6485355648535565,-0.5905566824691332,0.18700000906397315,51.743313,331.0
OVARO.HE,1.1826702141711576,1.4708481620344662,,0.10052471003335084,,265.7079207920792,,,,330.0
HEEROS.HE,1.8822768283694984,,,-0.1763871024842003,,0.4798058672687686,0.3616461650138074,0.005,1416.0,328.0
TRH1V.HE,0.4987733718697322,1.7113038067852873,,0.31945544541267745,,,-0.3818497564816044,,,327.0
ELEAV.HE,0.9961011068753604,2.90970719408262,,,,,,0.2599999954782609,39.807693,325.0
FODELIA.HE,2.6269249096076908,1.244474542324285,7.487759806431968,-0.2844649650471155,-0.354122234497018,1.0992225344360564,0.08526324986127397,0.08800000145529717,87.954544,324.0
TELIA1.HE,1.8340864940213384,1.2798823995104036,,0.03782514635772638,-0.33254666779306075,,0.027198366047651582,0.13,29.0,316.0
INVEST.HE,0.9807780144512406,,,1.2934392044008591,,1.5451063829787235,-0.4855562367473726,,,313.0
FIA1S.HE,2.8039384682642017,1.2473572511125364,,0.3391592486923609,-0.13312552531738087,3.762848225585509,0.046469681311562816,,,302.0
NXTGMS.HE,0.4561270031622009,2.412880843969882,,-0.28929934153998704,,0.8327957744977755,,,,301.0
ROBIT.HE,1.0211179748736958,2.106634444082052,,-0.3266991964879319,,1.1382485166370766,-0.1904947955458235,,,299.0
ETTE.HE,1.5044718421740897,,9.30921960958003,-0.4460512379343465,-0.08449475625097091,,-0.1471689826664856,0.6869999424955604,23.580788000000002,298.0
LOUD.HE,0.3129043352750193,3.2494377126366363,,-0.7732200818108408,,0.5948090547830621,-0.5179749386982505,,,297.0
VIK1V.HE,1.0988216989782889,1.0612375193408388,,0.5699128920327861,,,0.09558253213858392,,,295.0
OUT1V.HE,1.2894355483790494,1.1445430256313185,,0.4222940521957373,,,0.1996064121729897,,,294.0
HKSAV.HE,1.992564770798068,,,0.5132137078908501,,1.8115206536334945,0.3035480186232677,,,290.0
TULAV.HE,2.883356638612125,,,2.2867075517945095,,,-0.5705425328026521,0.0029999999202657826,100.333336,289.0
NOHO.HE,3.1995323667553173,,,0.3932069438167463,-0.13537233424679507,1.4454704793351627,0.3721117747206206,,,276.0
LEADD.HE,4.8647090276908225,1.44797245334097,,-0.30522016377913,,0.5643031486820368,-0.1843289831167233,0.04,647.5,273.0
SOLTEQ.HE,2.016671921865636,,,-0.3626652536084172,,1.7344652858031826,-0.22769596649799195,0.1,51.0,262.0
ENDOM.HE,1.2628984805728174,,,-0.1467259158797012,,-0.5916046134246369,0.6532716668748744,,,256.0
UUTEC.HE,0.9426967157182417,1.4812945717296118,,,,1.6339995701697831,,0.027000002288135788,21.85185,251.0
TLT1V.HE,1.1004781923251803,1.860415063882928,,-0.4841009073727055,-0.05873618849572815,,-0.35200202737828346,,,245.0
FELLOW.HE,2.010924746297067,10.498761921466297,,-0.5342083112516751,,2.170081531317606,-0.7099844016359019,,,243.0
SAGCV.HE,1.0920741806294798,1.4528639029804098,,0.2845970149601458,,,,,,242.0
PIIPPO.HE,1.0925688494517218,1.5812341802764178,,,,,,0.14199999824329898,27.323944,236.0
SSH1V.HE,0.9557452546994332,1.8718622308934925,,-0.5764383457867737,-0.3150394177099441,0.4169661996525778,-0.5541721965802735,,,231.0
PRIVA.HE,1.335358793182427,3.1956079748123236,,,,1.2784949653229023,,,,224.0
AFAGR.HE,1.8845050966331212,1.7889015866159803,,0.1106175143524426,,,-0.5200253736781721,,,219.0
NIXU.HE,1.3784733184062956,1.1710608668679603,,-0.3553103773242552,,1.4788613365198775,-0.16383786643018527,,,212.0
PUMU.HE,0.9991418838225627,1.2661811649282542,,-0.023773126320370645,,,,,,200.0
DIGIGR.HE,0.2439392885961863,,,-0.4488975819795768,,0.08165434930454693,-0.7181329374438762,,,191.0
MARAS.HE,2.3103273518080174,1.3274350888929871,,0.8595230847711794,,,,,,189.0
CTY1S.HE,1.1156414413936269,,,-0.3912007958767015,-0.48813882093937,2.9348321873540417,,,,186.0
RUSH.HE,0.9342642781231959,1.5071663590785516,,,,0.7057506953133196,,,,182.0
EFECTE.HE,1.9264182560076613,1.5051044984725188,,-0.054331604519885834,,0.4713856547362436,-0.7599281352113039,,,171.0
SAVOH.HE,1.4563065347104076,1.8259137488508481,,-0.5818255414284367,,0.10464890022290273,,,,157.0
ENEDO.HE,0.3925329888157543,,,,,-0.25446659325362103,,,,144.0
ESENSE.HE,3.145932537161957,1.1383389228369427,,-0.4833386015513108,,7.131937727431043,-0.8006980086431463,,,132.0
QPR1V.HE,1.6053839434057295,,,-0.331442804454544,,,-0.4076356028130955,,,109.0
SOPRA.HE,1.3798818042492638,,,,,0.9182904364473096,,,,92.0
AVIDLY.HE,1.6560702658294333,1.0591071511511692,,,,1.0045175637950683,,,,84.0
NANOFH.HE,,5.795389771868821,,-0.7278768597914944,,31.057000289978234,0.5204181540495154,,,
HRTIS.HE,,3.4372987706055587,,-1.0,,0.08006265877725895,,,,
NXTMH.HE,,3.100617636604876,,-0.22548715464914226,,0.02681037054812806,,,,
NXTMHN0121.HE,,3.100617636604876,,,,0.02681037054812806,,,,
TEM1V.HE,,2.4598596999354285,,-0.6380987659347634,,0.7086859261996422,-0.6058894399041922,0.05,12.82,
BONEH.HE,,1.8726302908881651,,-1.0,,0.3500898494541322,0.3185587634305307,,,
FARON.HE,,1.3696955904557353,,-1.0,,-0.014638756111371543,-0.5337433119831392,,,
NLG1V.HE,,1.3221724259741108,,-0.1879513900893172,,0.18379163979013685,-0.2238392062959519,,,
REKA.HE,,1.0493703899191829,,1.3767837563491576,,,0.17544913055328792,0.16,23.3125,
NORDID.HE,,1.0424494047107955,,0.3588303072356733,,8.997787202514232,-0.7512354564380588,,,
NDA-FI.HE,,,,-0.06041325737951564,-0.18126425493822285,169.26168829835385,-0.5365808729309774,0.5500000319916258,15.62909,
AKTIA.HE,,,,-0.1267752936547264,,3.2992443170458055,0.0068108259115344785,0.6100000047563353,16.819672,
ALBAV.HE,,,,-0.3045046526688694,,7.384663707158612,1.394940403588318,2.0200000348776985,13.762376000000001,
ALBBV.HE,,,,0.12396487222219975,,7.384663707158612,2.1516983899414868,2.0199998852451433,12.722773,
EVLI.HE,,,,-0.6188885954489289,0.042122044272835835,2.650513663928004,-0.2757242129352637,0.869999938407084,19.48276,
OMASP.HE,,,,0.3715018664973302,,2.039927601350504,2.9035909114447414,1.0399999252898011,11.778847,
EEZY.HE,,,,0.29283598551551915,0.407003922382974,1.2415100258299183,0.4281333607131879,0.10800000272924194,51.296295,
VALOE.HE,,,,,,-0.3427896191541447,,,,
TALLINK.HE,,,,,,,,,,
HEALTH.HE,,,,,,,,,,
KREATE.HE,,,,,,,,,,
